Artist Name(s);Album Name;Album Release Date;Track duration (s);Explicit;Popularity;Artist Genres;Danceability;Energy;Key;Loudness;Mode;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Time Signature;Label;Copyrights;;;
Kim Wilde;The Gold Collection;18/03/1996;210,946;0;17;new romantic,new wave,new wave pop;0,593;0,834;2;-6,007;0;0,0353;0,0486;0,000584;0,115;0,813;148,719;4;Cherry Red Records;C (C) 1996 Cherry Red Records Ltd, P (P) 1996 Cherry Red Records Ltd;;;0,210946
Olly Murs, Travie McCoy;Never Been Better (Deluxe);21/11/2014;185,64;0;0;dance pop,pop,talent show,pop rap;0,787;0,848;1;-4,696;1;0,0549;0,0915;0;0,15;0,947;121,989;4;Epic;P (P) 2014 Sony Music Entertainment UK Limited;;;0,18564
Tate McRae;you broke me first;17/04/2020;169,265;1;85;alt z,pop;0,667;0,373;4;-9,389;1;0,05;0,785;0;0,0906;0,0823;124,148;4;RCA Records Label;P (P) 2020 RCA Records, a division of Sony Music Entertainment;;;0,169265
Guy Sebastian;Like It Like That;23/10/2009;241,973;0;50;australian pop,australian talent show;0,585;0,973;2;-2,894;1;0,0733;0,00676;0,0000521;0,262;0,958;161,05;4;Sony Music Entertainment;P (P) 2009 Sony Music Entertainment Australia Pty Ltd,;;;0,241973
Justin Bieber, Big Sean;Purpose (Deluxe);13/11/2015;286,853;0;0;canadian pop,pop,detroit hip hop,hip hop,pop rap,r&b,rap,trap;0,644;0,595;1;-6,877;1;0,215;0,121;0;0,279;0,554;148,889;3;Universal Music Group;C © 2015 Def Jam Recordings, a division of UMG Recordings, Inc,, P ? 2015 Def Jam Recordings, a division of UMG Recordings, Inc,;;;0,286853
Mandy Moore;I Wanna Be With You;09/05/2000;252,6;0;58;dance pop,neo mellow,post-teen pop;0,515;0,908;8;-4,632;1;0,0368;0,0158;0,0000188;0,412;0,637;150,031;4;Epic/550 Music;P (P) 1999, 2000 Sony Music Entertainment Inc,;;;0,2526
AlunaGeorge, Popcaan;I Remember;16/09/2016;209,426;0;55;electropop,house,uk dance,dancehall,jamaican hip hop,reggae fusion,traphall;0,725;0,844;11;-3,707;0;0,0347;0,363;0,000716;0,125;0,711;104,001;4;Universal-Island Records Ltd,;C © 2016 Island Records, a division of Universal Music Operations Limited and Interscope Records, P ? 2016 Island Records, a division of Universal Music Operations Limited and Interscope Records;;;0,209426
Shakira, Rihanna;Shakira, (Deluxe Version);21/03/2014;206,866;0;0;colombian pop,dance pop,latin pop,pop,barbadian pop,pop,urban contemporary;0,694;0,81;11;-3,556;0;0,0661;0,122;0;0,141;0,824;137,968;4;RCA/Sony Latin Iberia;P (P) 2014 Ace Entertainment S,ar,l,;;;0,206866
Johnny Cash, June Carter Cash;The Essential Johnny Cash;12/02/2002;182,96;0;51;arkansas country,outlaw country,rock,country;0,634;0,587;2;-6,595;1;0,03;0,271;0;0,165;0,623;105,642;4;Columbia/Legacy;P This compilation (P) 2002 Sony Music Entertainment;;;0,18296
Youth Group;Casino Twilight Dogs;30/01/2007;239,12;0;54;;0,379;0,664;11;-6,863;1;0,0307;0,0167;0,000679;0,0915;0,301;115,272;4;Anti/Epitaph;C 2007 Epitaph, P 2007 Epitaph;;;0,23912
Carole King;Tapestry;01/01/1971;233,173;0;72;brill building pop,classic rock,folk,folk rock,mellow gold,singer-songwriter,soft rock;0,45;0,442;9;-12,718;0;0,0353;0,493;0,00564;0,134;0,812;208,282;4;Ode/Epic/Legacy;P Originally released 1971, All rights reserved by Ode Records, Originally released 1961, 1971, All rights reserved by Sony Music Entertainment, (P) 2007, 2008 Sony Music Entertainment,;;;0,233173
Travie McCoy, Bruno Mars;Billionaire (feat, Bruno Mars);09/03/2010;211,16;1;76;pop rap,dance pop,pop;0,633;0,673;6;-6,403;0;0,258;0,297;0;0,206;0,659;86,776;4;Decaydance/Fueled By Ramen;C © 2010 Fueled By Ramen, LLC, for the United States and WEA International Inc, for the world outside of the United States, All rights reserved,, P ? 2010 Fueled By Ramen, LLC, for the United States and WEA International Inc, for the world outside of the United States, All rights reserved,;;;0,21116
Meco;Music Inspired By Star Wars And Other Galactic Funk;01/01/1977;212,306;0;40;;0,677;0,915;0;-3,859;1;0,0912;0,00121;0,916;0,322;0,545;124,929;4;Island Def Jam;C © 2015 Mercury Records, P ? 1999 Mercury Records;;;0,212306
Ted Mulry Gang;Red Dog: 1 Blue (Original Motion Picture Soundtrack);01/01/2011;181,946;0;49;australian rock;0,769;0,721;2;-12,076;1;0,109;0,488;0,00000109;0,316;0,857;123,057;4;Universal Music Australia Pty, Ltd,;C © 2011 Woss Group Film Productions Pty Ltd, P This Compilation ? 2011 Woss Group Film Productions Pty Ltd;;;0,181946
Capital Cities;In A Tidal Wave Of Mystery (Deluxe Edition);01/01/2013;192,789;0;0;metropopolis,modern rock;0,653;0,822;0;-4,857;1;0,033;0,00021;0,0047;0,0838;0,762;117,949;5;Universal Music Group;C © 2014 Lazy Hooks, LLC, Under Exclusive License To Capitol Records, LLC, P ? 2014 Lazy Hooks, LLC, Under Exclusive License To Capitol Records, LLC;;;0,192789
Pendulum;Immersion;21/05/2010;252,786;0;64;australian dance,dancefloor dnb,drum and bass;0,42;0,969;1;-3,139;1;0,0581;0,0000284;0,00861;0,379;0,182;174,038;4;WM UK;C © 2010 Warner Music UK Limited, P ? 2010 Warner Music UK Limited;;;0,252786
The Connells;Ring;01/01/1993;278,973;0;0;jangle pop;0,53;0,59;11;-9,169;1;0,025;0,183;0,00227;0,0675;0,43;144,202;4;Universal Music Group;C © 1993 The Bicycle Music Company, P ? 1993 The Bicycle Music Company;;;0,278973
Spin Doctors;Pocket Full Of Kryptonite;27/08/1991;256,733;0;74;alternative rock,pop rock,post-grunge;0,543;0,912;7;-10,71;1;0,0601;0,00162;0,0000021;0,0565;0,836;103,731;4;Epic;P (P) 1991 SONY BMG MUSIC ENTERTAINMENT;;;0,256733
Toni Braxton;Sex & Cigarettes;23/03/2018;236;0;37;contemporary r&b,dance pop,r&b,urban contemporary;0,699;0,68;4;-3,607;0;0,0276;0,00993;0;0,11;0,578;94,979;4;Def Jam Recordings;C © 2018 Def Jam Recordings, a division of UMG Recordings, Inc,, P ? 2018 Def Jam Recordings, a division of UMG Recordings, Inc,;;;0,236
Dannii Minogue;Neon Nights (Rhino Re-issue);03/03/2003;219,999;0;0;australian dance,australian pop,europop,talent show;0,768;0,741;1;-9,252;0;0,0423;0,0234;0,000072;0,242;0,95;125,06;4;Rhino;C 2007 Warner Music UK Ltd, P 2007 Warner Music UK Ltd;;;0,219999
Cody Simpson, Flo Rida;4 U EP;20/12/2010;235,8;0;43;australian pop,pop,post-teen pop,dance pop,miami hip hop,pop,pop rap;0,629;0,721;5;-4,299;1;0,0287;0,0395;0;0,349;0,787;159,951;4;Atlantic Records;C 2011 © 2010 Atlantic Recording Corporation for the United States and WEA International Inc, for the world outside of the United States,, P ? 2010 Atlantic Recording Corporation for the United States and WEA International Inc, for the world outside of the United States,;;;0,2358
Bryan Ferry;In Your Mind;01/01/1977;220,133;0;37;glam rock,melancholia,new romantic,new wave,new wave pop,solo wave,sophisti-pop;0,421;0,66;8;-8,106;1;0,0407;0,152;0,444;0,0948;0,512;119,46;4;EG Records;C © 1999 Virgin Records Limited, P ? 1999 Virgin Records Limited;;;0,220133
James Arthur;James Arthur (Deluxe);04/11/2013;209,44;0;81;pop,talent show,uk pop;0,376;0,695;0;-4,782;0;0,0933;0,135;0;0,11;0,302;169,533;4;Syco Music;P (P) 2013 Simco Limited;;;0,20944
Stafford Brothers, Lil Wayne, Christina Milian;Hello;01/01/2012;207,013;0;20;australian dance,hip hop,new orleans rap,pop rap,rap,trap,dance pop,hip pop,post-teen pop,r&b,urban contemporary;0,653;0,845;4;-4,912;0;0,0352;0,219;0;0,921;0,552;123,086;4;Cash Money;C © 2012 Cash Money Records Inc,, P ? 2012 Cash Money Records Inc,;;;0,207013
Mariah Carey, Trey Lorenz;Dinner with My Darling;03/02/2017;264,24;0;11;dance pop,pop,urban contemporary,contemporary r&b;0,216;0,544;5;-8,132;1;0,0431;0,663;0;0,882;0,301;75,017;4;Legacy Recordings;P This compilation (P) 2017 Sony Music Entertainment;;;0,26424
Tate McRae, Khalid;working;17/06/2021;210,219;1;65;alt z,pop,pop,pop r&b;0,783;0,435;7;-7,78;1;0,0588;0,282;0;0,0833;0,512;106,974;4;RCA Records Label;P (P) 2021 RCA Records, a division of Sony Music Entertainment;;;0,210219
Little Mix;Love Me Like You;25/09/2015;197,8;0;0;girl group,pop,talent show,uk pop;0,783;0,67;7;-3,935;1;0,0432;0,199;0;0,274;0,842;106,05;4;Syco Music;P (P) 2015 Simco Limited under exclusive license to Sony Music Entertainment UK Limited;;;0,1978
Powfu, beabadoobee;death bed (coffee for your head);08/02/2020;173,333;0;84;sad lo-fi,sad rap,bedroom pop,bubblegrunge,indie pop,pov: indie;0,726;0,431;8;-8,765;0;0,135;0,731;0;0,696;0,348;144,026;4;Columbia;P (P) 2020 Columbia Records [Robots and Humans],;;;0,173333
Taylor Henderson;Taylor Henderson;02/12/2013;212,626;0;43;australian pop,australian talent show;0,571;0,714;11;-5,005;1;0,0303;0,08;0;0,478;0,741;122,955;4;Sony Music Entertainment;P (P) 2013 Sony Music Entertainment Australia Pty Ltd,;;;0,212626
Samantha Jade;Nine;20/11/2015;181,88;0;30;australian pop,australian talent show;0,648;0,72;11;-3,514;1;0,05;0,00266;0;0,0717;0,594;108,012;4;Sony Music Entertainment;P (P) 2015 Sony Music Entertainment Australia Pty Ltd,;;;0,18188
Nitty;Players Paradise;01/01/2005;248,466;0;0;bronx hip hop;0,937;0,98;2;-5,037;1;0,0473;0,0566;0,000373;0,0273;0,939;122,007;4;Universal Music;C © 2005 Universal Records, a Division of UMG Recordings, Inc,, P ? 2005 Universal Records, a Division of UMG Recordings, Inc,;;;0,248466
Ja Rule, Ashanti;Pain Is Love;01/01/2001;245,133;1;52;dance pop,east coast hip hop,gangster rap,hip hop,hip pop,pop rap,queens hip hop,rap,urban contemporary,dance pop,hip pop,r&b,urban contemporary;0,839;0,706;5;-6,104;0;0,199;0,208;0;0,242;0,839;96,673;4;RAL (Rush Associated Label);C © 2001 The Island Def Jam Music Group, P ? 2001 UMG Recordings, Inc,;;;0,245133
Prince;Diamonds and Pearls;01/10/1991;253,373;0;57;funk,funk rock,minneapolis sound,rock,synth funk;0,852;0,591;5;-8,668;0;0,0675;0,103;0,421;0,0468;0,826;115,592;4;Warner Records;C © 1991 Warner Records Inc,, P ? 1991 Warner Records Inc,;;;0,253373
The Human League;Dare!;01/01/1981;301,826;0;56;new romantic,new wave,new wave pop,permanent wave,sophisti-pop,synthpop;0,702;0,588;0;-9,739;1;0,0321;0,0805;0,0193;0,184;0,728;121,738;4;Virgin Records;C © 2003 Virgin Records Limited, P ? 2003 Virgin Records Limited;;;0,301826
Mark Holden;Live At The George Ballroom;01/01/2005;300,24;0;10;;0,557;0,38;0;-12,645;1;0,0259;0,776;0,0667;0,0989;0,569;99,83;4;Thompson Music P/L;C 2005 Thompson Music P/L, P 2005 Thompson Music P/L;;;0,30024
Melissa Manchester;Hey Ricky;01/01/1982;256,386;0;45;soft rock,yacht rock;0,753;0,834;4;-6,516;1;0,115;0,212;0,0000293;0,259;0,852;131,909;4;SMSP;P (P) 1982 Arista Records LLC;;;0,256386
Bryan Adams;Waking Up The Neighbours;24/09/1991;393,64;0;0;canadian pop,canadian singer-songwriter,classic canadian rock,heartland rock,mellow gold,soft rock;0,52;0,363;1;-12,655;1;0,0286;0,0752;0,0000113;0,0609;0,273;131,224;4;Universal Music Group;C © 1991 UMG Recordings, Inc,, P ? 1991 UMG Recordings, Inc,;;;0,39364
Bee Gees;Idea (Deluxe Edition);11/08/1968;177,44;0;59;disco,mellow gold,soft rock;0,442;0,596;2;-6,327;0;0,0281;0,037;0,00000446;0,172;0,497;83,414;4;Bee Gees Catalog;C © 1968 Barry Gibb, The Estate of Robin Gibb and Yvonne Gibb, under exclusive license to Capitol Music Group, P ? 2008 Barry Gibb, The Estate of Robin Gibb and Yvonne Gibb, under exclusive license to Capitol Music Group;;;0,17744
Sandi Thom;Smile,,,It Confuses People;05/06/2006;151,64;0;63;candy pop,scottish singer-songwriter;0,7;0,465;4;-6,815;1;0,358;0,544;0;0,606;0,719;108,102;4;Guardian Angels Music;C (C) 2016 Guardian Angels Music LLC;;;0,15164
Neil Young;Decade;01/01/1977;187,013;0;0;canadian singer-songwriter,classic canadian rock,classic rock,folk rock,mellow gold,permanent wave,rock,roots rock,singer-songwriter;0,542;0,444;4;-11,567;0;0,0295;0,212;0,0519;0,102;0,827;171,719;4;Reprise;C © 1976 Warner Records Inc,, P ? 1972, 1974, 1975,1976 Warner Records Inc,;;;0,187013
Murphy Lee, Nelly, Diddy;Murphy's Law;01/01/2003;295,173;1;0;dirty south rap,st louis rap,dance pop,gangster rap,hip hop,pop rap,rap,st louis rap,urban contemporary,dance pop,east coast hip hop,hip hop,hip pop,pop rap,rap;0,715;0,733;1;-7,068;1;0,262;0,134;0;0,157;0,897;87,665;4;Motown;C © 2003 Universal Records, a Division of UMG Recordings, Inc,, P ? 2003 Universal Motown Records, a division of UMG Recordings, Inc,;;;0,295173
Guy Sebastian;Madness;21/11/2014;204,4;0;35;australian pop,australian talent show;0,706;0,719;2;-4,239;1;0,0573;0,00706;0;0,0377;0,495;126,112;4;Sony Music Entertainment;P (P) 2014 Sony Music Entertainment Australia Pty Ltd,;;;0,2044
Bros;Push (Deluxe Edition);08/11/2013;248,066;0;30;new romantic,new wave pop;0,553;0,843;7;-8,398;1;0,0489;0,00307;0;0,0818;0,834;177,113;4;Sony Music UK;P (P) 2013 Sony Music Entertainment UK Limited;;;0,248066
Wiz Khalifa, Charlie Puth;Nine Track Mind;29/01/2016;229,525;0;62;hip hop,pittsburgh rap,pop rap,rap,southern hip hop,trap,pop,viral pop;0,689;0,481;10;-7,503;1;0,0815;0,369;0,00000103;0,0649;0,283;80,025;4;Artist Partner;C © 2016 Artist Partners for the United States and WEA International Inc, for the world outside of the United States, A Warner Music Group Company,, P ? 2016 Artist Partners for the United States and WEA International Inc, for the world outside of the United States, A Warner Music Group Company,;;;0,229525
Heavy D & The Boyz, Aaron Hall;Peaceful Journey;01/01/1991;258,2;0;65;contemporary r&b,east coast hip hop,new jack swing,old school hip hop,contemporary r&b,new jack swing,r&b;0,744;0,697;8;-14,753;1;0,0631;0,039;0;0,171;0,683;119,955;4;Uptown;C © 1991 MCA Records Inc,, P ? 1991 UMG Recordings, Inc,;;;0,2582
The Weeknd;My Dear Melancholy,;30/03/2018;228,373;0;0;canadian contemporary r&b,canadian pop,pop;0,449;0,599;1;-4,892;1;0,0369;0,211;0;0,327;0,165;134,144;3;Universal Republic Records;C © 2018 The Weeknd XO, Inc,, manufactured and marketed by Republic Records, a division of UMG Recordings, Inc,, P ? 2018 The Weeknd XO, Inc,, manufactured and marketed by Republic Records, a division of UMG Recordings, Inc,;;;0,228373
Billy Thorpe & The Aztecs;It's All Happening - 23 Original Hits (1964-1975);01/01/1995;194,88;0;12;australian rock;0,379;0,494;10;-6,817;1;0,0271;0,685;0,00000633;0,204;0,231;142,342;3;Albert Productions;C © 1995 BMG AM Pty Ltd,, P ? 1995 BMG AM Pty Ltd,;;;0,19488
Aretha Franklin;I Never Loved a Man the Way I Love You;10/03/1967;147,6;0;80;classic soul,jazz blues,memphis soul,neo soul,soul,southern soul,vocal jazz;0,805;0,558;0;-5,226;1;0,041;0,164;0,000022;0,0546;0,965;114,95;4;Rhino Atlantic;C © 1967 Atlantic Recording Corp,, manufactured and mareketed by Rhino Entertainment Company, a Warner Music Group company, P ? 1967 Atlantic Recording Corp,, manufactured and mareketed by Rhino Entertainment Company, a Warner Music Group company;;;0,1476
Betty Boo;Boomania;02/04/1990;222,253;0;37;hip house;0,801;0,961;10;-7,027;0;0,0604;0,00765;0,000077;0,0639;0,909;120,378;4;Sony BMG Music UK;P (P) 1990 Rhythm King;;;0,222253
Neil Diamond;Sweet Caroline;01/01/1969;203,573;0;0;adult standards,brill building pop,folk rock,heartland rock,mellow gold,singer-songwriter,soft rock,yacht rock;0,529;0,127;11;-16,066;1;0,0274;0,611;0,000109;0,237;0,578;63,05;4;Universal Music Group;C © 1987 Geffen Records, P ? 1987 Geffen Records;;;0,203573
Blondie;Atomic/Atomix;01/01/1999;212,6;0;77;candy pop,new wave pop,permanent wave,power pop,rock,synthpop;0,56;0,825;2;-6,711;0;0,0347;0,000785;0,00246;0,0892;0,74;142,669;4;Parlophone Catalogue;C © 1999 EMI Records Ltd, P This Compilation ? 1999 EMI Records Ltd;;;0,2126
Monica;Miss Thang;18/07/1995;258,466;0;61;contemporary r&b,hip pop,r&b,urban contemporary;0,731;0,355;8;-12,741;1;0,0603;0,00864;0,0000514;0,0579;0,529;175,72;4;Arista;P (P) 1995 Rowdy Records;;;0,258466
Suzi Quatro;The Very Best of Suzi Quatro;19/07/1999;233,413;0;0;glam rock;0,643;0,765;2;-8,602;1;0,0933;0,00157;0,00977;0,169;0,868;137,979;4;Chrysalis Records;C 2016 Chrysalis Records Limited, P 1999 Chrysalis Records Limited;;;0,233413
Foo Fighters;The Colour And The Shape;20/05/1997;260,026;0;79;alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock;0,398;0,927;9;-4,212;1;0,0567;0,000062;0,000177;0,0575;0,311;77,106;4;RCA Records Label;P (P) 1997 Roswell Records, Inc,;;;0,260026
Train;California 37;17/04/2012;247,946;0;71;dance pop,neo mellow,pop,pop rock;0,591;0,935;6;-2,664;1;0,0478;0,000284;0,000278;0,142;0,736;140,043;4;Columbia;P (P) 2012 Columbia Records, a Division of Sony Music Entertainment;;;0,247946
OneRepublic;Native;01/01/2013;257,266;0;15;piano rock,pop;0,662;0,71;1;-4,945;0;0,0364;0,0603;0;0,119;0,465;121,979;4;Universal Music Group;C © 2013 Mosley Music/Interscope Records, P ? 2013 Mosley Music/Interscope Records;;;0,257266
Frijid Pink;On the Edge;10/05/2018;269,933;0;33;british blues,detroit rock,proto-metal,psychedelic blues-rock,psychedelic rock;0,254;0,761;7;-3,744;1;0,0472;0,0006;0,0004;0,265;0,412;118,752;4;Dynasty Records;C 2018 Dynasty Records, P 2018 Dynasty Records;;;0,269933
The Chemical Brothers;We Are The Night;27/06/2007;332,973;0;54;alternative dance,big beat,breakbeat,electronica,rave,trip hop;0,867;0,714;4;-5,144;1;0,0662;0,0224;0,704;0,104;0,623;123,974;4;UMC (Universal Music Catalogue);C © 2007 Virgin Records Limited, P ? 2019 Virgin Records Limited;;;0,332973
Fern Kinney;Groove Me;15/03/1979;257,213;0;42;;0,761;0,484;10;-14,976;1;0,0381;0,366;0,0000281;0,189;0,826;110,45;4;Malaco Records;C 1979 Malaco Records, Inc,, P 1979 Malaco Records, Inc,;;;0,257213
KC & The Sunshine Band;KC & the Sunshine Band, Pt, 3,,, and More;26/10/2004;271,493;0;54;disco,mellow gold,new wave pop,soft rock,soul;0,773;0,721;3;-12,574;1;0,0294;0,232;0,0000161;0,0349;0,971;110,383;4;Rhino;C © 2004 Warner Strategic Marketing, P ? 2004 Warner Strategic Marketing;;;0,271493
The Bells;Stay Awhile;19/01/2018;204,333;0;0;classic canadian rock;0,558;0,268;11;-17,915;1;0,0299;0,791;0,00488;0,0863;0,432;84,559;4;Hitstown;C 2017 Sunset Blvd,, P 2017 Copyright Control;;;0,204333
Scandal'us;Startin' Somethin';13/05/2001;187,493;0;0;australian pop;0,709;0,869;1;-3,209;1;0,124;0,103;0;0,0769;0,773;99,906;4;LilliPIlli IP;C 2001 LilliPIlli IP, P 2001 LilliPIlli IP;;;0,187493
Dua Lipa;Dua Lipa (Deluxe);02/06/2017;202,914;0;69;dance pop,pop,uk pop;0,661;0,651;7;-3,771;0;0,0499;0,117;0,0000132;0,056;0,368;87,46;4;Warner Records;C © 2017 Dua Lipa Limited under exclusive license to Warner Music UK Limited, P ? 2017 Dua Lipa Limited under exclusive license to Warner Music UK Limited, Tracks 3, 6, 7, 8, 9, 13, 14 (P) 2016 Warner Music UK Limited, Tracks 4, 15, 17 (P) 2015 Warner Music UK Limited,;;;0,202914
Swedish House Mafia, John Martin;Don't You Worry Child;14/09/2012;212,862;0;85;edm,pop dance,progressive electro house,pop edm;0,612;0,84;11;-3,145;0;0,0509;0,112;0;0,116;0,438;129,042;4;Virgin Records;C © 2012 EMI Records Ltd, P ? 2012 EMI Records Ltd;;;0,212862
The B-52's;Wild Planet;01/01/1980;216,36;0;59;album rock,classic rock,dance rock,new romantic,new wave,new wave pop,permanent wave,post-punk,rock,zolo;0,551;0,882;2;-6,808;1;0,0454;0,00724;0,0000113;0,322;0,888;166,403;4;Warner Records;C © 1980 Warner Records Inc,, P ? 1980 Warner Records Inc,;;;0,21636
Colbie Caillat;Breakthrough (Int'l Deluxe Version);01/01/2009;232,96;0;55;dance pop,neo mellow,pop;0,498;0,634;3;-5,214;1;0,0288;0,166;0;0,3;0,36;144,104;4;Universal Records;C © 2009 Universal Republic Records, a division of UMG Recordings, Inc,, P ? 2009 Universal Republic Records, a division of UMG Recordings, Inc,;;;0,23296
Dami Im;Dami Im;15/11/2013;184,84;0;36;australian pop,australian talent show,talent show;0,334;0,557;6;-5,961;0;0,0496;0,155;0,00000166;0,106;0,362;197,622;3;Sony Music Entertainment;P (P) 2013 Sony Music Entertainment Australia Pty Ltd,;;;0,18484
Ed Sheeran, Chris Stapleton, Bruno Mars;BLOW (with Chris Stapleton & Bruno Mars);05/07/2019;209,12;0;66;pop,singer-songwriter pop,uk pop,contemporary country,outlaw country,dance pop,pop;0,631;0,796;1;-5,35;1;0,0401;0,000245;0,0115;0,38;0,596;92,469;4;Atlantic Records UK;"C © 2019 Warner Music UK Limited, P ? 2019 An Asylum Records UK release, a division of Atlantic Records UK; ? 2019 Warner Music UK Limited";;;0,20912
